rid,course,date,prize,countryCode
263712,Lingfield (AW),1990-02-01,3330,GB
176343,Lingfield (AW),1990-02-01,3923,GB
102254,Lingfield (AW),1990-02-01,3480,GB
84193,Towcester,1990-02-01,2640,GB
87617,Towcester,1990-02-01,4095,GB
55672,Lingfield (AW),1990-02-01,3360,GB
195756,Towcester,1990-02-01,2200,GB
267805,Kelso,1990-02-02,2580,GB
327975,Southwell (AW),1990-02-02,2360,GB
347637,Southwell (AW),1990-02-02,2220,GB
386078,Southwell (AW),1990-02-02,2120,GB
216827,Kelso,1990-02-02,2240,GB
225822,Southwell (AW),1990-02-02,2260,GB
232866,Kelso,1990-02-02,3210,GB
246215,Kelso,1990-02-02,3616,GB
260893,Southwell (AW),1990-02-02,2380,GB
67027,Kelso,1990-02-02,5449,GB
74499,Kelso,1990-02-02,2800,GB
53834,Southwell (AW),1990-02-02,2140,GB
265597,Southwell (AW),1990-02-03,3330,GB
323954,Wetherby,1990-02-03,6600,GB
334374,Wetherby,1990-02-03,5649,GB
344698,Wetherby,1990-02-03,4095,GB
361295,Wetherby,1990-02-03,2640,GB
364556,Southwell (AW),1990-02-03,3210,GB
382181,Fairyhouse (IRE),1990-02-03,,IE
10754,Southwell (AW),1990-02-03,3120,GB
11274,Fairyhouse (IRE),1990-02-03,,IE
20568,Fairyhouse (IRE),1990-02-03,,IE
38633,Fairyhouse (IRE),1990-02-03,,IE
82685,Fairyhouse (IRE),1990-02-03,,IE
97777,Southwell (AW),1990-02-03,3900,GB
43196,Southwell (AW),1990-02-03,3420,GB
49524,Wetherby,1990-02-03,2940,GB
59584,Southwell (AW),1990-02-03,3210,GB
204813,Wetherby,1990-02-03,2160,GB
206012,Fairyhouse (IRE),1990-02-03,,IE
285706,Lingfield (AW),1990-02-05,2060,GB
286495,Wolverhampton,1990-02-05,2680,GB
303291,Wolverhampton,1990-02-05,5080,GB
323602,Fontwell,1990-02-05,6780,GB
330288,Lingfield (AW),1990-02-05,2352,GB
368036,Fontwell,1990-02-05,3488,GB
368715,Wolverhampton,1990-02-05,3980,GB
386718,Fontwell,1990-02-05,3402,GB
390165,Lingfield (AW),1990-02-05,2320,GB
390963,Lingfield (AW),1990-02-05,2320,GB
221077,Fontwell,1990-02-05,2800,GB
12272,Fontwell,1990-02-05,2260,GB
344,Wolverhampton,1990-02-05,4480,GB
39597,Lingfield (AW),1990-02-05,2200,GB
6878,Wolverhampton,1990-02-05,4100,GB
73848,Fontwell,1990-02-05,3449,GB
49918,Lingfield (AW),1990-02-05,2416,GB
56023,Wolverhampton,1990-02-05,2840,GB
293173,Carlisle,1990-02-06,3060,GB
308475,Warwick,1990-02-06,2240,GB
314818,Lingfield (AW),1990-02-06,3270,GB
319990,Carlisle,1990-02-06,2380,GB
355361,Warwick,1990-02-06,5751,GB
366109,Lingfield (AW),1990-02-06,3450,GB
394449,Lingfield (AW),1990-02-06,3090,GB
220421,Warwick,1990-02-06,1880,GB
221443,Carlisle,1990-02-06,2520,GB
231539,Carlisle,1990-02-06,3860,GB
235125,Warwick,1990-02-06,2960,GB
256743,Warwick,1990-02-06,5040,GB
32334,Warwick,1990-02-06,7320,GB
72847,Carlisle,1990-02-06,4040,GB
84209,Lingfield (AW),1990-02-06,3816,GB
186414,Lingfield (AW),1990-02-06,3210,GB
187358,Lingfield (AW),1990-02-06,3120,GB
208081,Warwick,1990-02-06,3020,GB
211159,Carlisle,1990-02-06,3920,GB
281685,Ascot,1990-02-07,8400,GB
347501,Ascot,1990-02-07,18871,GB
356646,Southwell (AW),1990-02-07,2180,GB
363439,Southwell (AW),1990-02-07,2280,GB
396497,Ascot,1990-02-07,38849,GB
249786,Southwell (AW),1990-02-07,2260,GB
251593,Ascot,1990-02-07,17849,GB
176370,Southwell (AW),1990-02-07,2220,GB
98759,Ascot,1990-02-07,29754,GB
54038,Southwell (AW),1990-02-07,2460,GB
56197,Ascot,1990-02-07,13920,GB
198056,Southwell (AW),1990-02-07,2280,GB
267943,Clonmel (IRE),1990-02-08,,IE
286266,Wincanton,1990-02-08,3100,GB
296891,Wincanton,1990-02-08,3080,GB
371223,Wincanton,1990-02-08,4169,GB
218712,Wincanton,1990-02-08,5800,GB
237655,Clonmel (IRE),1990-02-08,,IE
241354,Clonmel (IRE),1990-02-08,,IE
35096,Clonmel (IRE),1990-02-08,,IE
105690,Wincanton,1990-02-08,2820,GB
76555,Clonmel (IRE),1990-02-08,,IE
181449,Clonmel (IRE),1990-02-08,,IE
192102,Clonmel (IRE),1990-02-08,,IE
192574,Wincanton,1990-02-08,2480,GB
204404,Wincanton,1990-02-08,2720,GB
266347,Newbury,1990-02-09,6520,GB
269101,Ayr,1990-02-09,3125,GB
289767,Ayr,1990-02-09,3180,GB
300938,Sedgefield,1990-02-09,1880,GB
341114,Lingfield (AW),1990-02-09,2508,GB
368419,Newbury,1990-02-09,8560,GB
370664,Lingfield (AW),1990-02-09,2160,GB
372169,Lingfield (AW),1990-02-09,2280,GB
237489,Newbury,1990-02-09,5560,GB
253678,Ayr,1990-02-09,2900,GB
263790,Sedgefield,1990-02-09,3276,GB
31237,Lingfield (AW),1990-02-09,3180,GB
36059,Newbury,1990-02-09,6649,GB
6391,Sedgefield,1990-02-09,3648,GB
101584,Sedgefield,1990-02-09,3219,GB
104124,Sedgefield,1990-02-09,2280,GB
106428,Lingfield (AW),1990-02-09,2160,GB
62692,Sedgefield,1990-02-09,1880,GB
80381,Ayr,1990-02-09,2925,GB
43491,Ayr,1990-02-09,3920,GB
49401,Lingfield (AW),1990-02-09,2160,GB
205303,Sedgefield,1990-02-09,2530,GB
205676,Ayr,1990-02-09,3885,GB
209932,Newbury,1990-02-09,5010,GB
213577,Newbury,1990-02-09,2950,GB
267073,Uttoxeter,1990-02-10,4720,GB
280075,Lingfield (AW),1990-02-10,3270,GB
286927,Ayr,1990-02-10,2850,GB
300311,Leopardstown (IRE),1990-02-10,,IE
315367,Lingfield (AW),1990-02-10,3270,GB
340438,Uttoxeter,1990-02-10,2400,GB
342168,Ayr,1990-02-10,10800,GB
342444,Newbury,1990-02-10,15600,GB
350895,Catterick,1990-02-10,3164,GB
355684,Lingfield (AW),1990-02-10,5100,GB
376298,Leopardstown (IRE),1990-02-10,,IE
379975,Uttoxeter,1990-02-10,3151,GB
401232,Ayr,1990-02-10,3180,GB
216105,Newbury,1990-02-10,7249,GB
217802,Leopardstown (IRE),1990-02-10,,IE
227518,Uttoxeter,1990-02-10,5520,GB
228099,Ayr,1990-02-10,4280,GB
230795,Newbury,1990-02-10,15500,GB
18207,Ayr,1990-02-10,2775,GB
23373,Lingfield (AW),1990-02-10,3120,GB
2711,Leopardstown (IRE),1990-02-10,,IE
29269,Lingfield (AW),1990-02-10,3240,GB
3830,Catterick,1990-02-10,2740,GB
4939,Leopardstown (IRE),1990-02-10,,IE
7832,Ayr,1990-02-10,6360,GB
100188,Lingfield (AW),1990-02-10,4000,GB
80478,Newbury,1990-02-10,48800,GB
82161,Catterick,1990-02-10,3360,GB
85004,Leopardstown (IRE),1990-02-10,,IE
44410,Leopardstown (IRE),1990-02-10,,IE
47805,Lingfield (AW),1990-02-10,3210,GB
55701,Catterick,1990-02-10,2618,GB
58912,Uttoxeter,1990-02-10,3840,GB
177798,Catterick,1990-02-10,4640,GB
181403,Uttoxeter,1990-02-10,3900,GB
186950,Newbury,1990-02-10,6100,GB
199385,Catterick,1990-02-10,2420,GB
205345,Uttoxeter,1990-02-10,3275,GB
205855,Catterick,1990-02-10,2500,GB
214365,Newbury,1990-02-10,3810,GB
292983,Navan (IRE),1990-02-11,,IE
305810,Navan (IRE),1990-02-11,,IE
232240,Navan (IRE),1990-02-11,,IE
236952,Navan (IRE),1990-02-11,,IE
256228,Navan (IRE),1990-02-11,,IE
92402,Navan (IRE),1990-02-11,,IE
204561,Navan (IRE),1990-02-11,,IE
290113,Southwell (AW),1990-02-12,2340,GB
311922,Southwell (AW),1990-02-12,2260,GB
318188,Southwell (AW),1990-02-12,2060,GB
334706,Nottingham,1990-02-12,2840,GB
372379,Nottingham,1990-02-12,4951,GB
19749,Southwell (AW),1990-02-12,2380,GB
26692,Nottingham,1990-02-12,3740,GB
33,Southwell (AW),1990-02-12,2080,GB
39022,Southwell (AW),1990-02-12,2520,GB
99435,Nottingham,1990-02-12,3200,GB
44683,Nottingham,1990-02-12,4560,GB
267208,Towcester,1990-02-13,3780,GB
277430,Southwell (AW),1990-02-13,3330,GB
294388,Down Royal (IRE),1990-02-13,,IE
309003,Down Royal (IRE),1990-02-13,,IE
327267,Down Royal (IRE),1990-02-13,,IE
333607,Southwell (AW),1990-02-13,3480,GB
399325,Southwell (AW),1990-02-13,3570,GB
226703,Towcester,1990-02-13,2925,GB
229652,Towcester,1990-02-13,2420,GB
233457,Down Royal (IRE),1990-02-13,,IE
260721,Southwell (AW),1990-02-13,3390,GB
24582,Towcester,1990-02-13,2815,GB
101780,Towcester,1990-02-13,2660,GB
64656,Down Royal (IRE),1990-02-13,,IE
82515,Towcester,1990-02-13,2900,GB
83022,Southwell (AW),1990-02-13,3210,GB
195585,Southwell (AW),1990-02-13,3120,GB
196082,Towcester,1990-02-13,3935,GB
205221,Down Royal (IRE),1990-02-13,,IE
270055,Lingfield (AW),1990-02-14,2160,GB
272695,Lingfield (AW),1990-02-14,2220,GB
304583,Thurles (IRE),1990-02-14,,IE
334110,Thurles (IRE),1990-02-14,,IE
370496,Lingfield (AW),1990-02-14,2600,GB
234662,Lingfield (AW),1990-02-14,2180,GB
13359,Lingfield (AW),1990-02-14,3240,GB
72793,Thurles (IRE),1990-02-14,,IE
87579,Thurles (IRE),1990-02-14,,IE
90448,Thurles (IRE),1990-02-14,,IE
186936,Lingfield (AW),1990-02-14,2400,GB
210512,Thurles (IRE),1990-02-14,,IE
268215,Sandown,1990-02-15,6360,GB
268804,Lingfield (AW),1990-02-15,3540,GB
322393,Leicester,1990-02-15,6600,GB
381441,Sandown,1990-02-15,2300,GB
389805,Leicester,1990-02-15,1880,GB
392187,Sandown,1990-02-15,5665,GB
1026,Lingfield (AW),1990-02-15,4876,GB
10789,Sandown,1990-02-15,5840,GB
33569,Leicester,1990-02-15,4840,GB
6179,Lingfield (AW),1990-02-15,3420,GB
176887,Leicester,1990-02-15,1880,GB
103572,Lingfield (AW),1990-02-15,3888,GB
68247,Leicester,1990-02-15,2380,GB
73852,Lingfield (AW),1990-02-15,3210,GB
87615,Lingfield (AW),1990-02-15,3300,GB
97753,Leicester,1990-02-15,4256,GB
44281,Sandown,1990-02-15,4929,GB
188678,Sandown,1990-02-15,4751,GB
265989,Sandown,1990-02-16,6060,GB
267473,Fakenham,1990-02-16,5040,GB
267902,Sandown,1990-02-16,4260,GB
269974,Musselburgh,1990-02-16,2120,GB
273066,Fakenham,1990-02-16,3420,GB
281961,Southwell (AW),1990-02-16,2300,GB
290464,Sandown,1990-02-16,3810,GB
293558,Musselburgh,1990-02-16,3219,GB
310002,Southwell (AW),1990-02-16,2380,GB
317188,Musselburgh,1990-02-16,2480,GB
322718,Fakenham,1990-02-16,2850,GB
330100,Sandown,1990-02-16,5580,GB
338260,Musselburgh,1990-02-16,2060,GB
341735,Southwell (AW),1990-02-16,2220,GB
368037,Sandown,1990-02-16,4489,GB
368141,Fakenham,1990-02-16,2875,GB
386523,Southwell (AW),1990-02-16,2320,GB
389770,Southwell (AW),1990-02-16,2080,GB
395888,Sandown,1990-02-16,4340,GB
247982,Fakenham,1990-02-16,3270,GB
35200,Fakenham,1990-02-16,2120,GB
36005,Musselburgh,1990-02-16,2850,GB
109252,Musselburgh,1990-02-16,3136,GB
62326,Southwell (AW),1990-02-16,2280,GB
66620,Musselburgh,1990-02-16,2440,GB
281311,Newcastle,1990-02-17,16951,GB
283849,Southwell (AW),1990-02-17,3450,GB
304004,Leopardstown (IRE),1990-02-17,,IE
311008,Southwell (AW),1990-02-17,3390,GB
320538,Southwell (AW),1990-02-17,3570,GB
329352,Chepstow,1990-02-17,2820,GB
334239,Chepstow,1990-02-17,15700,GB
335007,Nottingham,1990-02-17,2440,GB
343156,Southwell (AW),1990-02-17,3300,GB
358646,Southwell (AW),1990-02-17,3600,GB
366855,Newcastle,1990-02-17,3990,GB
375614,Newcastle,1990-02-17,2900,GB
377943,Leopardstown (IRE),1990-02-17,,IE
396355,Leopardstown (IRE),1990-02-17,,IE
398767,Southwell (AW),1990-02-17,3420,GB
220809,Newcastle,1990-02-17,4389,GB
227119,Nottingham,1990-02-17,17085,GB
232733,Leopardstown (IRE),1990-02-17,,IE
237241,Nottingham,1990-02-17,6100,GB
238318,Southwell (AW),1990-02-17,3360,GB
247509,Newcastle,1990-02-17,2460,GB
256220,Leopardstown (IRE),1990-02-17,,IE
10435,Nottingham,1990-02-17,11300,GB
23890,Chepstow,1990-02-17,3930,GB
31651,Newcastle,1990-02-17,5000,GB
4422,Chepstow,1990-02-17,3991,GB
75688,Nottingham,1990-02-17,6000,GB
97330,Nottingham,1990-02-17,2660,GB
49979,Chepstow,1990-02-17,16125,GB
184071,Newcastle,1990-02-17,2948,GB
209046,Leopardstown (IRE),1990-02-17,,IE
212728,Leopardstown (IRE),1990-02-17,,IE
288849,Fontwell,1990-02-19,2380,GB
306199,Lingfield (AW),1990-02-19,2160,GB
318526,Lingfield (AW),1990-02-19,2160,GB
363839,Wolverhampton,1990-02-19,3220,GB
374219,Wolverhampton,1990-02-19,2600,GB
381586,Wolverhampton,1990-02-19,4540,GB
384700,Lingfield (AW),1990-02-19,2280,GB
388077,Lingfield (AW),1990-02-19,2260,GB
392693,Wolverhampton,1990-02-19,2260,GB
394282,Fontwell,1990-02-19,2740,GB
244852,Fontwell,1990-02-19,7911,GB
256334,Fontwell,1990-02-19,3159,GB
176816,Fontwell,1990-02-19,3480,GB
42127,Wolverhampton,1990-02-19,4200,GB
56785,Wolverhampton,1990-02-19,5991,GB
189655,Lingfield (AW),1990-02-19,3180,GB
193639,Wolverhampton,1990-02-19,2280,GB
207009,Lingfield (AW),1990-02-19,2360,GB
208209,Fontwell,1990-02-19,4400,GB
334013,Lingfield (AW),1990-02-20,3330,GB
338506,Gowran Park (IRE),1990-02-20,,IE
341455,Huntingdon,1990-02-20,5551,GB
346485,Lingfield (AW),1990-02-20,3090,GB
349229,Sedgefield,1990-02-20,2380,GB
357044,Gowran Park (IRE),1990-02-20,,IE
365544,Gowran Park (IRE),1990-02-20,,IE
374824,Huntingdon,1990-02-20,3990,GB
383323,Gowran Park (IRE),1990-02-20,,IE
238868,Huntingdon,1990-02-20,2740,GB
258854,Lingfield (AW),1990-02-20,3743,GB
259763,Sedgefield,1990-02-20,3488,GB
21653,Sedgefield,1990-02-20,1880,GB
102555,Sedgefield,1990-02-20,2220,GB
73087,Lingfield (AW),1990-02-20,3570,GB
81967,Gowran Park (IRE),1990-02-20,,IE
92643,Huntingdon,1990-02-20,3472,GB
43164,Huntingdon,1990-02-20,2680,GB
177871,Gowran Park (IRE),1990-02-20,,IE
188273,Huntingdon,1990-02-20,3472,GB
196247,Sedgefield,1990-02-20,3192,GB
197260,Lingfield (AW),1990-02-20,5105,GB
197685,Sedgefield,1990-02-20,2520,GB
202202,Huntingdon,1990-02-20,3873,GB
206186,Lingfield (AW),1990-02-20,3360,GB
265395,Warwick,1990-02-21,10751,GB
276344,Southwell (AW),1990-02-21,2360,GB
290471,Southwell (AW),1990-02-21,2460,GB
301378,Warwick,1990-02-21,2460,GB
309711,Warwick,1990-02-21,10849,GB
319788,Catterick,1990-02-21,3210,GB
343918,Catterick,1990-02-21,3306,GB
356073,Warwick,1990-02-21,2500,GB
362112,Catterick,1990-02-21,1880,GB
362566,Downpatrick (IRE),1990-02-21,,IE
368256,Catterick,1990-02-21,1880,GB
388784,Southwell (AW),1990-02-21,2420,GB
388926,Downpatrick (IRE),1990-02-21,,IE
399954,Catterick,1990-02-21,2660,GB
229250,Downpatrick (IRE),1990-02-21,,IE
246220,Catterick,1990-02-21,1880,GB
249154,Downpatrick (IRE),1990-02-21,,IE
260201,Catterick,1990-02-21,3360,GB
260556,Southwell (AW),1990-02-21,2280,GB
264426,Warwick,1990-02-21,4235,GB
15682,Southwell (AW),1990-02-21,2080,GB
81124,Warwick,1990-02-21,5880,GB
92137,Warwick,1990-02-21,10700,GB
41913,Downpatrick (IRE),1990-02-21,,IE
51007,Downpatrick (IRE),1990-02-21,,IE
195894,Southwell (AW),1990-02-21,2280,GB
270651,Wincanton,1990-02-22,3809,GB
275666,Southwell (AW),1990-02-22,3600,GB
305846,Wincanton,1990-02-22,15800,GB
367724,Folkestone,1990-02-22,2200,GB
372658,Folkestone,1990-02-22,2975,GB
373845,Southwell (AW),1990-02-22,3330,GB
379333,Tipperary (IRE),1990-02-22,,IE
381236,Folkestone,1990-02-22,2280,GB
382957,Wincanton,1990-02-22,3968,GB
389757,Southwell (AW),1990-02-22,3780,GB
215485,Tipperary (IRE),1990-02-22,,IE
216638,Wincanton,1990-02-22,12700,GB
223162,Folkestone,1990-02-22,2220,GB
240704,Folkestone,1990-02-22,4400,GB
251271,Wincanton,1990-02-22,2880,GB
251791,Tipperary (IRE),1990-02-22,,IE
260788,Tipperary (IRE),1990-02-22,,IE
262062,Folkestone,1990-02-22,4960,GB
109482,Southwell (AW),1990-02-22,3210,GB
87332,Southwell (AW),1990-02-22,3120,GB
90460,Folkestone,1990-02-22,3840,GB
45759,Tipperary (IRE),1990-02-22,,IE
49653,Tipperary (IRE),1990-02-22,,IE
184865,Southwell (AW),1990-02-22,3480,GB
191567,Wincanton,1990-02-22,4620,GB
193011,Tipperary (IRE),1990-02-22,,IE
278822,Lingfield (AW),1990-02-23,2260,GB
280299,Kempton,1990-02-23,5000,GB
321291,Kempton,1990-02-23,3280,GB
326934,Lingfield (AW),1990-02-23,2825,GB
337752,Lingfield (AW),1990-02-23,2100,GB
350190,Kelso,1990-02-23,2540,GB
379994,Lingfield (AW),1990-02-23,2400,GB
226260,Kempton,1990-02-23,2820,GB
233094,Kelso,1990-02-23,6780,GB
252215,Kempton,1990-02-23,2320,GB
258437,Kelso,1990-02-23,4360,GB
32423,Kelso,1990-02-23,4640,GB
73594,Kempton,1990-02-23,5900,GB
83148,Lingfield (AW),1990-02-23,2265,GB
40970,Kempton,1990-02-23,3900,GB
181089,Lingfield (AW),1990-02-23,2260,GB
183205,Kelso,1990-02-23,2580,GB
201606,Kelso,1990-02-23,3990,GB
204239,Kelso,1990-02-23,2100,GB
266826,Musselburgh,1990-02-24,3210,GB
275162,Lingfield (AW),1990-02-24,3888,GB
296783,Stratford,1990-02-24,2260,GB
299018,Kempton,1990-02-24,36461,GB
302500,Lingfield (AW),1990-02-24,3816,GB
306665,Kempton,1990-02-24,2900,GB
315168,Kempton,1990-02-24,16300,GB
316471,Punchestown (IRE),1990-02-24,,IE
326189,Lingfield (AW),1990-02-24,3090,GB
341585,Stratford,1990-02-24,4180,GB
343819,Musselburgh,1990-02-24,2360,GB
349734,Stratford,1990-02-24,2560,GB
367580,Doncaster,1990-02-24,3540,GB
369862,Musselburgh,1990-02-24,3180,GB
380455,Kempton,1990-02-24,4020,GB
382850,Punchestown (IRE),1990-02-24,,IE
390233,Punchestown (IRE),1990-02-24,,IE
393838,Doncaster,1990-02-24,5160,GB
222035,Lingfield (AW),1990-02-24,4737,GB
226711,Stratford,1990-02-24,6080,GB
258397,Musselburgh,1990-02-24,3151,GB
260921,Kempton,1990-02-24,7751,GB
13486,Kempton,1990-02-24,10675,GB
1712,Stratford,1990-02-24,2820,GB
17511,Kempton,1990-02-24,5400,GB
2439,Doncaster,1990-02-24,4480,GB
30299,Punchestown (IRE),1990-02-24,,IE
7197,Musselburgh,1990-02-24,2340,GB
7224,Lingfield (AW),1990-02-24,3210,GB
9470,Doncaster,1990-02-24,2500,GB
100412,Doncaster,1990-02-24,2952,GB
64387,Punchestown (IRE),1990-02-24,,IE
73265,Stratford,1990-02-24,3650,GB
90729,Lingfield (AW),1990-02-24,3330,GB
187553,Musselburgh,1990-02-24,2354,GB
193161,Punchestown (IRE),1990-02-24,,IE
208861,Doncaster,1990-02-24,1880,GB
209061,Punchestown (IRE),1990-02-24,,IE
271096,Lingfield (AW),1990-02-28,2220,GB
294473,Lingfield (AW),1990-02-28,2625,GB
329035,Lingfield (AW),1990-02-28,2508,GB
347256,Lingfield (AW),1990-02-28,2180,GB
365752,Wetherby,1990-02-28,4060,GB
382428,Leopardstown (IRE),1990-02-28,,IE
387328,Wetherby,1990-02-28,2700,GB
41225,Wetherby,1990-02-28,4280,GB
56765,Lingfield (AW),1990-02-28,2480,GB
196895,Lingfield (AW),1990-02-28,2120,GB
276194,Lingfield (AW),1990-03-01,3600,GB
279573,Ludlow,1990-03-01,2240,GB
316242,Ludlow,1990-03-01,4140,GB
357676,Lingfield (AW),1990-03-01,3300,GB
360909,Lingfield (AW),1990-03-01,3420,GB
365585,Ludlow,1990-03-01,5809,GB
366319,Lingfield (AW),1990-03-01,3390,GB
370402,Lingfield (AW),1990-03-01,3210,GB
218973,Lingfield (AW),1990-03-01,4830,GB
10588,Ludlow,1990-03-01,1880,GB
32392,Ludlow,1990-03-01,2840,GB
177212,Ludlow,1990-03-01,2260,GB
82670,Ludlow,1990-03-01,4340,GB
213922,Ludlow,1990-03-01,2320,GB
306157,Newbury,1990-03-02,4470,GB
310025,Newbury,1990-03-02,5751,GB
328948,Southwell (AW),1990-03-02,2180,GB
349563,Haydock,1990-03-02,3090,GB
352604,Southwell (AW),1990-03-02,2260,GB
230012,Haydock,1990-03-02,4360,GB
231855,Southwell (AW),1990-03-02,2200,GB
236251,Newbury,1990-03-02,4400,GB
262063,Southwell (AW),1990-03-02,2080,GB
16690,Haydock,1990-03-02,4270,GB
22812,Haydock,1990-03-02,5751,GB
33710,Newbury,1990-03-02,2240,GB
103815,Haydock,1990-03-02,5299,GB
67647,Newbury,1990-03-02,6249,GB
89789,Newbury,1990-03-02,4800,GB
92015,Haydock,1990-03-02,2883,GB
178740,Southwell (AW),1990-03-02,2160,GB
199572,Southwell (AW),1990-03-02,2240,GB
267728,Naas (IRE),1990-03-03,,IE
270102,Market Rasen,1990-03-03,3125,GB
278505,Naas (IRE),1990-03-03,,IE
295972,Southwell (AW),1990-03-03,3450,GB
317416,Southwell (AW),1990-03-03,3210,GB
329855,Naas (IRE),1990-03-03,,IE
335881,Naas (IRE),1990-03-03,,IE
335948,Market Rasen,1990-03-03,5800,GB
348155,Newbury,1990-03-03,6720,GB
362329,Naas (IRE),1990-03-03,,IE
370984,Haydock,1990-03-03,5160,GB
375384,Southwell (AW),1990-03-03,3360,GB
381346,Hereford,1990-03-03,4125,GB
386812,Haydock,1990-03-03,35702,GB
393731,Haydock,1990-03-03,7725,GB
220168,Newbury,1990-03-03,13120,GB
223214,Market Rasen,1990-03-03,6700,GB
234809,Hereford,1990-03-03,4425,GB
238563,Haydock,1990-03-03,7951,GB
238967,Hereford,1990-03-03,4951,GB
259870,Southwell (AW),1990-03-03,7420,GB
261877,Hereford,1990-03-03,2480,GB
263255,Naas (IRE),1990-03-03,,IE
263346,Market Rasen,1990-03-03,4689,GB
264315,Haydock,1990-03-03,15449,GB
29799,Newbury,1990-03-03,7151,GB
34983,Hereford,1990-03-03,1880,GB
38256,Southwell (AW),1990-03-03,3480,GB
71857,Newbury,1990-03-03,5040,GB
41415,Hereford,1990-03-03,3275,GB
42082,Southwell (AW),1990-03-03,3390,GB
50068,Naas (IRE),1990-03-03,,IE
57150,Newbury,1990-03-03,5960,GB
181533,Hereford,1990-03-03,2849,GB
185983,Market Rasen,1990-03-03,3250,GB
195210,Newbury,1990-03-03,15400,GB
198468,Haydock,1990-03-03,3040,GB
202312,Market Rasen,1990-03-03,5200,GB
202376,Haydock,1990-03-03,11200,GB
269943,Windsor,1990-03-05,5360,GB
285968,Windsor,1990-03-05,4289,GB
305271,Leicester,1990-03-05,2580,GB
308203,Windsor,1990-03-05,2920,GB
309559,Lingfield (AW),1990-03-05,2280,GB
336584,Leicester,1990-03-05,1840,GB
349596,Lingfield (AW),1990-03-05,2560,GB
388123,Windsor,1990-03-05,2800,GB
229537,Windsor,1990-03-05,2820,GB
251518,Lingfield (AW),1990-03-05,2000,GB
12680,Leicester,1990-03-05,3564,GB
2578,Lingfield (AW),1990-03-05,2340,GB
25849,Leicester,1990-03-05,3390,GB
31504,Windsor,1990-03-05,3870,GB
176777,Lingfield (AW),1990-03-05,2020,GB
56781,Leicester,1990-03-05,1840,GB
57249,Leicester,1990-03-05,2300,GB
179646,Lingfield (AW),1990-03-05,2360,GB
180104,Windsor,1990-03-05,2680,GB
264847,Warwick,1990-03-06,3440,GB
288885,Warwick,1990-03-06,2860,GB
291748,Sedgefield,1990-03-06,2684,GB
304065,Wexford (RH) (IRE),1990-03-06,,IE
304112,Lingfield (AW),1990-03-06,4922,GB
318638,Wexford (RH) (IRE),1990-03-06,,IE
320232,Wexford (RH) (IRE),1990-03-06,,IE
336539,Lingfield (AW),1990-03-06,3120,GB
337164,Sedgefield,1990-03-06,2520,GB
353566,Warwick,1990-03-06,7260,GB
353767,Wexford (RH) (IRE),1990-03-06,,IE
360284,Sedgefield,1990-03-06,4360,GB
374340,Lingfield (AW),1990-03-06,3420,GB
374675,Warwick,1990-03-06,2860,GB
220436,Warwick,1990-03-06,4551,GB
222662,Wexford (RH) (IRE),1990-03-06,,IE
230658,Lingfield (AW),1990-03-06,3420,GB
233319,Lingfield (AW),1990-03-06,3240,GB
247157,Sedgefield,1990-03-06,3920,GB
248483,Wexford (RH) (IRE),1990-03-06,,IE
250918,Warwick,1990-03-06,3360,GB
255147,Warwick,1990-03-06,2320,GB
21791,Lingfield (AW),1990-03-06,3420,GB
73054,Warwick,1990-03-06,3820,GB
81536,Sedgefield,1990-03-06,3332,GB
54689,Wexford (RH) (IRE),1990-03-06,,IE
214202,Sedgefield,1990-03-06,1880,GB
269910,Fairyhouse (IRE),1990-03-07,,IE
295172,Bangor-on-Dee,1990-03-07,4325,GB
297352,Catterick,1990-03-07,2480,GB
300107,Southwell (AW),1990-03-07,2240,GB
313387,Southwell (AW),1990-03-07,5100,GB
313717,Catterick,1990-03-07,1880,GB
318263,Fairyhouse (IRE),1990-03-07,,IE
326690,Fairyhouse (IRE),1990-03-07,,IE
333071,Catterick,1990-03-07,3444,GB
350758,Southwell (AW),1990-03-07,2300,GB
360109,Catterick,1990-03-07,4165,GB
215542,Catterick,1990-03-07,2300,GB
228437,Southwell (AW),1990-03-07,2300,GB
229096,Southwell (AW),1990-03-07,2580,GB
230392,Southwell (AW),1990-03-07,2520,GB
245549,Catterick,1990-03-07,1880,GB
246331,Bangor-on-Dee,1990-03-07,2600,GB
248683,Fairyhouse (IRE),1990-03-07,,IE
257045,Fairyhouse (IRE),1990-03-07,,IE
24150,Bangor-on-Dee,1990-03-07,3780,GB
62659,Fairyhouse (IRE),1990-03-07,,IE
85568,Catterick,1990-03-07,2500,GB
96882,Bangor-on-Dee,1990-03-07,4400,GB
99594,Fairyhouse (IRE),1990-03-07,,IE
189608,Bangor-on-Dee,1990-03-07,2360,GB
213247,Bangor-on-Dee,1990-03-07,2340,GB
275275,Southwell (AW),1990-03-08,3510,GB
278595,Wincanton,1990-03-08,4200,GB
281954,Clonmel (IRE),1990-03-08,,IE
316900,Wincanton,1990-03-08,3990,GB
318564,Stratford,1990-03-08,2860,GB
327870,Clonmel (IRE),1990-03-08,,IE
359512,Clonmel (IRE),1990-03-08,,IE
372069,Clonmel (IRE),1990-03-08,,IE
